what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092095599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092144303
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1357092145366
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1357092146648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092160858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092171390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092178098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092201388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092213024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357092297588
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1357092415367
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1357092415685
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1357092415748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357092448284
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1357092452333
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1357092452615
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1357092454404
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1357092454640
