what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1354672388765
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1354672389519
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354672455064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354672592221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354672598686
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354672602663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354672610196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354672613779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354672688063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354672690019
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1354672690266
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1354673209282
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1354673209537
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1354673209644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673211694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673216526
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1354673216910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673217053
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1354673217587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673221050
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1354673226542
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1354673226555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673263374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673291582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673307659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673308629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673519190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673522615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673523997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673525021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673527332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673586410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673597597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673605083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354673606970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673616510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673618291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673646662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673729790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673732901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673739241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354673750308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673834147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354673848462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1354673931327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354673934057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674056043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674057191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674128220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674129215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674129277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674133204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674155385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674190315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354674198723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354674242776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354674250201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674268945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674277450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674303360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674312351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674328192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674331215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674336952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674342431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674353016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674367578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354674462470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354674463949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674567390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674585532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674586158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674588389
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354674621366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674637782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674658841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674672528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674673762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674673806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674674840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674675102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674678728
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1354674678972
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1354674679045
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1354674679083
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1354674679761
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1354674685370
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354674685390
closed,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1354674685403
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences",1354674744019
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1354674752162
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674762662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674763907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674764061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674774678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674810916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674842911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354674844794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674907724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674929270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674939628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674961743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674978259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354674990381
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354675112607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675133083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675139805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354675146442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354675154809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675199932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675201094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675201152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675216243
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1354675227627
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354675247805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354675306709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354675308344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675346762
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675347861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675347937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675349233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675350280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675350404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675350568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675357282
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1354675357303
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1354675357346
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1354675357992
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1354675358011
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354675364545
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1354675379251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675403697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675425834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675426264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675427754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675443361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675448650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675457696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675465714
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354675483441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675670973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675672082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675672142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675675447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675676302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675676440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675690377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675811240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675880524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675881576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675881672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675893941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675894868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675894998
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1354675917471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675917750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675921921
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354675925575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675965004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675966001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675966096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675974029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675974804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675974926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1354675981631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675982292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354675989720
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1354676376008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676473985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676477515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676478322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676487147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1354676737665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676739690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676759135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676774769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676838406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676847673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676848870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676877214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676884793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676886366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1354676891914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676895551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676897759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676900767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676903333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354676908760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676912997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676921278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354676930668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677115788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677151278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677187228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677197486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677201180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677211093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677229468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677238351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677305391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677306504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677306564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677318220
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1354677318258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677318268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677325211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677325722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677325828
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1354677375817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677429530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677434521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677492314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677502934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677508645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677509933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677510050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677517841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677519297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677519407
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677520257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677520362
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1354677534802
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354677538411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677564705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677572820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1354677636341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354677637553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1354677642509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354677645681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1354677648553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677660720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677681178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677691244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677692436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677692505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677694311
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1354677694326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1354677707922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677709224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677844863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677848654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354677850296
